dropout_rate,learning_rate,mean_auc,std_auc,mean_accuracy,mean_sensitivity,mean_specificity,mean_precision,mean_f1_score
0.3,0.001,0.8987047619047619,0.05062689452237412,0.7455128205128204,0.8866666666666667,0.664,0.6066915113871636,0.7137844611528822
0.5,0.001,0.8976380952380951,0.050079751363187056,0.7557692307692309,0.9152380952380954,0.664,0.6144296675191816,0.7319595346760032
0.7,0.001,0.8953523809523809,0.050601691241129315,0.7301282051282051,0.9438095238095239,0.608,0.5888677414539483,0.7219352382632677
