epoch,loss_mean,loss_std,val_loss_mean,val_loss_std,accuracy_mean,accuracy_std,val_accuracy_mean,val_accuracy_std,auc_mean,auc_std,val_auc_mean,val_auc_std
11,0.4598484656646983,0.033912816842017184,0.44252701646242387,0.04892325891809996,0.8007740062888011,0.030049052933830804,0.8121794871794872,0.05198239726336742,0.871912885662432,0.02443190672200658,0.9052190476190475,0.04384190935478311
12,0.44330043651966733,0.02429557448593807,0.5363066195371824,0.08485390704440675,0.7765540595017335,0.03525838714732607,0.7769230769230769,0.05567852924897881,0.8924107683000605,0.009122413463680541,0.9051428571428574,0.043631771901612874
13,0.42676558823443456,0.022656427116937744,0.4490792088630872,0.0701345118387689,0.832459888736596,0.01339009849214009,0.8426923076923076,0.06323983548037171,0.8984422262552935,0.012411182535658743,0.9057142857142857,0.042066527593374974
14,0.40919027660130053,0.03558090772103993,0.5005131066151154,0.10450075734099477,0.8210755462388132,0.032354027616237485,0.8225641025641025,0.05030871166535683,0.8995245009074411,0.023620397197598862,0.9045333333333332,0.04452653824080365
15,0.39326014617590294,0.016505410358254095,0.4330054429249886,0.0632712447338071,0.8464565024590825,0.01660452824208823,0.8375641025641025,0.06338003053702661,0.9126733212341198,0.00874998034045507,0.9101714285714285,0.040343846383842544
16,0.3862564639406782,0.030375473248154036,0.4526908074586819,0.09563589665521144,0.8426751592356687,0.024919766204170725,0.8374358974358975,0.06182837691528836,0.9111070780399274,0.018380978027933256,0.9090285714285715,0.0412134491400887
17,0.39272282693325145,0.016783661803600903,0.49866849150413123,0.125473773671385,0.8273965975973555,0.01312771863138508,0.8220512820512822,0.05406791939732184,0.9095747126436782,0.008539298352510471,0.9112380952380953,0.0405654366243737
18,0.39121779618432023,0.0347905771022166,0.4131509740536029,0.05914062123949875,0.842634846408127,0.01356953009224321,0.8426923076923076,0.04867677072166505,0.911140350877193,0.021669616314284382,0.9123047619047618,0.03881876723110108
19,0.39522060456991415,0.03926412183663536,0.4340622664720584,0.08268736749611277,0.8298959929049424,0.029604008098298662,0.8525641025641025,0.061563830241070525,0.9078626739261948,0.023519207567159434,0.9139809523809526,0.0359764296736557
20,0.35829848356471083,0.03711150099703879,0.46982550550729796,0.07876383033287306,0.8324195759090542,0.034775453587725144,0.8274358974358973,0.02485130004126466,0.926373260738052,0.01820097446762278,0.913409523809524,0.03946041502241833
21,0.3621887146465473,0.022544285837827503,0.3939907310712032,0.06542750783082119,0.8375634927033783,0.011781822315146689,0.8424358974358974,0.06744174684585201,0.9249346642468239,0.0103020738739147,0.9134857142857143,0.037651202653095864
22,0.37781102405669537,0.02461077766029862,0.44569504416905914,0.09767003346189872,0.8198339111505281,0.030173761210138574,0.8428205128205126,0.043177538173931856,0.9132238354506956,0.013890262657734699,0.9145904761904762,0.0386996997064527
23,0.368249357361318,0.021035126376690683,0.39048156053592,0.06975622584365468,0.8528178666451665,0.0105712502223841,0.8528205128205129,0.049070251133972065,0.9192571082879611,0.008530866588624234,0.9157333333333334,0.036666068022323986
24,0.38038374294098043,0.02543672769730417,0.4518572005858788,0.12816811493978728,0.8464242521970492,0.016919877222250256,0.8475641025641025,0.07403155145908967,0.9113998790078645,0.013397112071776629,0.9111619047619047,0.03968759637622879
25,0.36259306173098527,0.03150567213841196,0.39698085390604454,0.0723912972829407,0.8413448359267919,0.022829301948067534,0.8578205128205127,0.04449364469388813,0.9243914095583786,0.01681304625388034,0.9122666666666668,0.03876489516954314
26,0.36266573935345875,0.03347053149508406,0.42162606729910923,0.08249826825830642,0.8287188583407241,0.027294009994712393,0.8323076923076924,0.04795385958995011,0.9216551724137929,0.016887885481418098,0.9144,0.03876489516954313
27,0.3740761256384713,0.03231185542161309,0.38953328835658535,0.07311229824699096,0.8451181165846974,0.02400204220869073,0.8375641025641025,0.05016999373006165,0.9159286146400483,0.014561384281716584,0.9149333333333333,0.0385994442642076
28,0.344154758354805,0.016292222196218356,0.4614329458047182,0.11265943307147612,0.8438926066274288,0.00887104265149848,0.8374358974358975,0.05998931528795732,0.9312710223835451,0.007768742496943073,0.9154666666666668,0.038043088114504846
29,0.3815163949031287,0.033153996258799064,0.39735708828155814,0.08226831982706183,0.8311537531242441,0.026917060604120236,0.8371794871794872,0.06639367182284514,0.910001209921355,0.015407120506883238,0.9108952380952381,0.03913224743246477
30,0.3925182348816306,0.03781973969958378,0.4477162967125575,0.1429233371838629,0.8363057324840764,0.01711224400822659,0.8425641025641026,0.037768543172671254,0.9091663641863279,0.015042919242506137,0.9149333333333335,0.0402152214501074
31,0.3454874410983835,0.02306396026726605,0.39677792246525107,0.08746528469616696,0.854043376602435,0.02282844770146435,0.852820512820513,0.051680503332693854,0.9328808227465215,0.011143870541877723,0.9149333333333333,0.037873564572456546
32,0.3300489244168491,0.03224745476310491,0.41292244824079366,0.10711988957660898,0.8641941465774409,0.02498400813350149,0.857948717948718,0.037838109769824955,0.936843315184513,0.010849332070604824,0.9177523809523811,0.035709566672356
33,0.34223834243040263,0.04356338109192185,0.406417288184166,0.087473034291693,0.8477707006369426,0.032550349395153194,0.8526923076923076,0.04967415190540621,0.9326805807622505,0.014324215999972864,0.9172190476190476,0.03766068340896022
34,0.35946506268986,0.04885740521292424,0.38995010319428564,0.07301669612481651,0.8566475852616303,0.03401880066080208,0.8578205128205129,0.04680523243225566,0.9229624924379916,0.019199840096174158,0.9149714285714285,0.03848422358386105
35,0.33088243511365534,0.03315612724593317,0.5072267460823059,0.23360211754678586,0.8617431266629042,0.023503984000364304,0.8321794871794872,0.07710278154361229,0.9387138535995161,0.014716366799752368,0.9065142857142858,0.042758812063366514
36,0.3407440754450935,0.020568922063730767,0.3967246939585759,0.08832060201461646,0.8603724905264855,0.015315025168066519,0.8576923076923076,0.05514162031168739,0.9338354506957047,0.009166569124847224,0.9127238095238095,0.037693962778301435
37,0.3360962876824326,0.025053717641865914,0.433464182920945,0.14372652025256186,0.8540756268644684,0.01113026582791734,0.8476923076923077,0.05333333333333336,0.9324706594071385,0.012356365511684756,0.9132952380952382,0.03749264357171239
38,0.32475977435276737,0.024742721437681973,0.40744511133585226,0.09817062929193988,0.8553011368217367,0.014990813713908134,0.8676923076923077,0.0594705989271349,0.9366533575317604,0.012333888770693349,0.9126095238095239,0.03778049023208766
39,0.3411526044128903,0.023231192895586388,0.40004249481054455,0.09998669201976287,0.8451261791502057,0.022549114767453873,0.8576923076923076,0.05514162031168739,0.930411373260738,0.010514209788386917,0.9143238095238095,0.03936187595772799
40,0.3099323796671379,0.01858693047189993,0.3967540333974055,0.10222432406111322,0.8667580424090945,0.021975223004699958,0.862820512820513,0.052578171975738434,0.9437912885662432,0.008400052651786715,0.914895238095238,0.038539768311402635
41,0.3080835517506383,0.03127973011122898,0.40380470378276634,0.1090037775192221,0.862863823268564,0.032624794499785684,0.8728205128205129,0.056196564947513176,0.9437943133696308,0.012488480746153047,0.9166095238095238,0.036715667937664447
42,0.3042969941691623,0.024006274809384727,0.40197094564254465,0.10311194461722555,0.878158510037894,0.02065516303527699,0.8576923076923076,0.05917468762477592,0.9438221415607984,0.010538429692932288,0.9126857142857142,0.03721820928041564
43,0.31371697730776055,0.025395901326197737,0.39818176373457304,0.10945606636985991,0.8756752398613239,0.01797245139073299,0.8426923076923076,0.043833406454067934,0.9428003629764066,0.012617103226823375,0.9132190476190477,0.038571611992509185
44,0.33351290507282183,0.02121907554778643,0.4490537231396406,0.14851790006452079,0.8515359187293396,0.012930138182511567,0.8475641025641025,0.05387728038072156,0.9333049001814882,0.010880088131419366,0.9108190476190476,0.04293493891449989
45,0.315276719451114,0.023692849410982656,0.44015810379615194,0.1500499333024062,0.8756510521647988,0.02060829596005519,0.8375641025641025,0.054927481927305066,0.9416854204476708,0.009590095975039629,0.9103238095238095,0.04168625281156114
46,0.2939673157766405,0.026356447632005387,0.41845633830779627,0.11544125918121757,0.8908248004515038,0.027189314006156606,0.8225641025641025,0.03845811950615934,0.9481421657592257,0.011284768617021181,0.9097904761904761,0.04182721829713509
47,0.3016874286197687,0.029481310914912,0.423605824861771,0.12351467159420584,0.8794243328227042,0.01850853187001483,0.8474358974358974,0.06649880246878913,0.9465843920145192,0.010036282215785175,0.9080380952380953,0.04483979444124247
48,0.3254370508007126,0.03852325307069966,0.47208980422753555,0.1485589291454674,0.8617189389663791,0.019089958901684592,0.7970512820512821,0.0271468115146312,0.9370937689050212,0.01772189917909636,0.9041523809523809,0.045696726786524505
49,0.31340608541993165,0.05234565860006787,0.42739666067636933,0.14184497087873799,0.8794565830847375,0.02772789306993272,0.8526923076923076,0.04967415190540621,0.9441264367816091,0.020894963690180856,0.908,0.04441878624443235
50,0.30832905338784716,0.03862047312604236,0.47589086991090046,0.13692440659279234,0.8502700959445295,0.035875702314384084,0.8270512820512821,0.03890851387979231,0.945848759830611,0.01695827607873303,0.9085714285714286,0.04422346880044308
51,0.3117293925116853,0.02509466446029233,0.3912971495665037,0.08904654819571672,0.8730790937676367,0.022405194997600603,0.8376923076923075,0.029939122980017715,0.9441107078039928,0.00974348961120823,0.9085714285714286,0.04010127768108307
52,0.30258820937432984,0.030319922128549226,0.4405434985955557,0.13220707453121433,0.8756510521647989,0.016262568374115455,0.8424358974358974,0.04468164840448494,0.9451016333938295,0.011361489383975607,0.9113523809523809,0.0459013000077735
53,0.3102837633814608,0.026407681001083046,0.40951852637987873,0.08975635969529372,0.8819479158268161,0.01555963599994009,0.8125641025641025,0.035935419464973584,0.9422758620689656,0.00981955907206438,0.9069714285714285,0.04119231595120669
54,0.2954785749101162,0.03371042696448161,0.44255924140795677,0.14010351200469154,0.8895992904942354,0.022514367351921465,0.8526923076923076,0.04435675109294379,0.947183908045977,0.012669202289689962,0.9085333333333333,0.04725274734361246
55,0.29792646393318056,0.029921503200438963,0.45747532291290083,0.17002078108847507,0.8769249375151175,0.015190866227738239,0.8173076923076923,0.04380414842002318,0.9469993950393224,0.01214577444592081,0.905752380952381,0.04718082549918537
56,0.2893061261003867,0.021416557928196658,0.38360529360098716,0.0980974349324505,0.8744013545110054,0.013214311204206602,0.8528205128205129,0.049070251133972065,0.9510895341802783,0.008111419696901477,0.9081142857142857,0.04407959817258646
57,0.3060094927872591,0.016816799714723416,0.4385825604964525,0.13409002318462604,0.8730871563331453,0.005861180136506164,0.8425641025641026,0.03429960427448008,0.9430798548094375,0.006622754458009034,0.9074666666666668,0.04836091073454708
58,0.3305953490787443,0.040347954768133444,0.39808889448642726,0.08877596738034245,0.8376118680964284,0.025865112270612115,0.868076923076923,0.05851605645111776,0.9349128856624318,0.015620110982849177,0.9064380952380953,0.0453534009205119
59,0.2965622108299617,0.03492094092761621,0.4212136826606897,0.14453628054064196,0.8946142062404256,0.021379704279297685,0.8275641025641025,0.04904411732090797,0.9529800362976406,0.008644734067820495,0.9063619047619049,0.04513371014422831
60,0.30152177692161286,0.0385519056601789,0.41785785043850926,0.10658339266588124,0.8819962912198662,0.022067101871942135,0.8626923076923075,0.05304408745256363,0.9476739261947973,0.01264906695168417,0.909142857142857,0.04412145677383971
61,0.2945292262718926,0.01352323526443633,0.4177600629207416,0.11173381458523542,0.8781504474723858,0.016877967504456345,0.8325641025641024,0.0377855118354639,0.950892316999395,0.00487024343983793,0.9063619047619047,0.044806964149350446
62,0.29793765652778503,0.019366609963785156,0.42223868426604144,0.12033677675817582,0.8629363863581391,0.018662479439746228,0.8678205128205126,0.047151608262451704,0.9451724137931035,0.008433030548339944,0.9052190476190477,0.045995579004746295
63,0.29480421493286607,0.024991868546159444,0.4153830216022638,0.13201918476742283,0.8793678948641459,0.02479325548493516,0.8428205128205128,0.04332764338307403,0.9458638838475499,0.008901960006742121,0.905257142857143,0.050967328470585674
64,0.2983770732904917,0.030937586058545928,0.38685106052038,0.09602872185745949,0.8946867693300009,0.01518557191783124,0.8428205128205126,0.028728821201936944,0.9522492437991531,0.012328741593506306,0.9063238095238096,0.04975395607511744
65,0.29685606992139957,0.01168930274403504,0.47170353377476715,0.19026677289385951,0.8604208659195356,0.010404415125749267,0.8274358974358973,0.06556962262293316,0.9494615849969753,0.0066187011232055025,0.9052190476190475,0.05329326385941396
66,0.2909007342022426,0.018035539895195803,0.39704779462936596,0.1159732140218655,0.8832218011771346,0.02229794871463688,0.8730769230769232,0.0423251712145763,0.9475934664246823,0.006300841772870405,0.9085333333333333,0.04948370537364468
67,0.30356826809330506,0.023364950027315434,0.39780803756836136,0.11672015869645244,0.8819559783923244,0.018766310120042668,0.862820512820513,0.04488278253752017,0.9443351482153661,0.007776904077861294,0.9090666666666667,0.05256281502934869
68,0.31027720673045045,0.028414292594941718,0.4109568421810101,0.12557598106044174,0.8553414496492785,0.01973327690854692,0.862820512820513,0.04488278253752017,0.9424555353901998,0.011596747849872096,0.9067047619047619,0.053580705228553294
69,0.267604079989861,0.021770124467507476,0.41268752110310086,0.12249056960323369,0.8946706441989841,0.006440541645657276,0.862820512820513,0.04488278253752017,0.9577991530550515,0.007765800503192229,0.9062095238095239,0.05367801544770106
70,0.27208307704372503,0.03963864792121986,0.4271779692478669,0.15387602027647582,0.8870595823591068,0.02246510000162563,0.8528205128205129,0.04087633086176621,0.9573442226255293,0.015237152283614743,0.9056761904761904,0.053819201826678646
71,0.27207302644273346,0.02938577290113975,0.42088370550901466,0.13343169936371282,0.8959364669837943,0.011811908874395479,0.8424358974358974,0.05521221982152129,0.9553127646702965,0.011227426832174928,0.9056761904761904,0.054302406790306755
72,0.2761404911724298,0.011262829567663188,0.3992116675239342,0.10981876447115552,0.8844876239619447,0.01784815281998547,0.8780769230769231,0.03017699268605084,0.9559800362976407,0.005760075836935364,0.9073904761904762,0.04854331959756176
73,0.27818612462196646,0.042743000684629204,0.4238563158267584,0.13288699833037476,0.8857695718777714,0.03311894059688998,0.8174358974358974,0.05403872768131074,0.9532395644283123,0.016717401203090627,0.9056380952380954,0.0520326567610622
74,0.2818749490564584,0.02590485544346479,0.402772052479096,0.10398665892671599,0.8896073530597436,0.007430939071897759,0.8476923076923077,0.036131562508919614,0.9541439806412584,0.008115747374257095,0.9068190476190476,0.0505205770699721
75,0.2866935445470771,0.019225857416060883,0.4326071691513061,0.1370057629690806,0.8642344594049828,0.018459250334241388,0.8223076923076922,0.0227555976741885,0.9508548094373866,0.004425977486969663,0.9067428571428572,0.05521925458657969
76,0.2594799039652778,0.03865702987395004,0.4170343196697724,0.14751772925441695,0.8883334677094252,0.029085452242057174,0.847820512820513,0.04241555791128663,0.9587713248638836,0.01319532769089057,0.9067047619047619,0.05687625426590369
77,0.282439864422346,0.036400056906745554,0.40543896043911964,0.14006915067638426,0.8921067483673305,0.030941124345722604,0.8529487179487181,0.03689457589457429,0.9511004234724743,0.013164927423613592,0.9067809523809522,0.055393096158644295
78,0.2610144542645064,0.030908445417796734,0.4121756604695932,0.14193823453977625,0.8870515197935983,0.012973827878359498,0.8679487179487181,0.037719334458324726,0.9588880822746522,0.01035565718792921,0.9057142857142857,0.05528221554902687
79,0.26572485138026686,0.037803605207512005,0.4031130998256879,0.12272178394165659,0.8908812384100621,0.015586409339888451,0.8526923076923076,0.04967415190540621,0.9583732607380521,0.014344796715626282,0.9061333333333333,0.05578259060823535
80,0.26735884676950455,0.03656157412557142,0.42953552768780634,0.1504485661590898,0.8972264774651293,0.021993632439874386,0.8526923076923077,0.054712805852563946,0.9577156684815487,0.013451894444314638,0.9066666666666666,0.055890271505688635
81,0.2554177949098265,0.023279616036746376,0.4019861707167748,0.12062567683847565,0.9010158832540516,0.017294110925245246,0.8628205128205128,0.04488278253752017,0.9629449485783426,0.006054537796780282,0.9100571428571428,0.0509822466988073
82,0.28797149369598996,0.026817085039734272,0.404718078649961,0.12261196179624877,0.868031927759413,0.020178019541830385,0.8480769230769232,0.04117361135714658,0.9489764065335754,0.008568247233803816,0.9089904761904762,0.05373702997024188
83,0.25797367544964434,0.0339526299210339,0.4111974355960504,0.1260424461555496,0.8971942272030959,0.02326661957334298,0.8432051282051283,0.05239121034832083,0.9603956442831215,0.010353824215419524,0.9083809523809524,0.05160477750387547
84,0.26866226367154433,0.04127526836441872,0.40669299526092334,0.137096660536772,0.8971861646375878,0.022979494177964868,0.8628205128205128,0.04185067848841678,0.9557592256503327,0.014208484265819344,0.9089142857142857,0.05124374548417751
85,0.24337532973047765,0.030346611916471318,0.4059626653179144,0.13648723088923811,0.8997500604692414,0.010852027482055883,0.8580769230769232,0.03367087481267586,0.9634803387779793,0.01126554138517067,0.9067428571428572,0.05043795137369784
86,0.2559492767847114,0.027431960240045083,0.420320812754142,0.15613520414101506,0.8908489881480287,0.020641578602104037,0.8478205128205127,0.03919304370109848,0.9612813067150634,0.009088743388792123,0.9084571428571427,0.049010319613030755
87,0.2672323896184637,0.010586532750252179,0.3984753911006145,0.12674967678951646,0.8946787067644925,0.018603268809251217,0.8629487179487179,0.041258155211620205,0.9587211131276467,0.004231074997950366,0.9111619047619047,0.05037633969342188
88,0.27983139536906604,0.02224471315129536,0.47058777564611187,0.15731011876020273,0.8717971458518102,0.01740966107728973,0.8528205128205129,0.07459026804339161,0.9516170598911071,0.005792124789911847,0.9083809523809524,0.055292059026439036
89,0.2641223006836495,0.01625285976425127,0.43996076149818225,0.1828049708738971,0.8946787067644925,0.02020720199834699,0.862948717948718,0.07687648161419745,0.9611627344222626,0.00625661862089319,0.9106285714285715,0.05375120649386843
90,0.26285588534682985,0.027527134927132355,0.471907608402081,0.16781591570514265,0.8743771668144802,0.03518583769178977,0.8167948717948719,0.05563039009779286,0.9586836055656383,0.009700485779285164,0.9088761904761906,0.05643042874178662
91,0.2634094178087912,0.042403220992681276,0.4477987803939062,0.1996939087620356,0.8946464565024591,0.013240824149116197,0.8475641025641025,0.05877670333304561,0.9585517241379311,0.016755621277690806,0.9083809523809524,0.05228715411323105
92,0.23301899403136633,0.04035148316686214,0.48157807882015524,0.19403471819407533,0.9136982987986777,0.02467399820007974,0.8371794871794872,0.06872440650865692,0.9678372655777375,0.012968424238179475,0.9067047619047619,0.05242497197972387
93,0.26550204712733244,0.035213795529970116,0.4727336002007509,0.2130121771620574,0.8756510521647989,0.02208088679121183,0.8173076923076923,0.056865875625465294,0.958252268602541,0.011248245285051422,0.9067047619047621,0.05292584466981709
94,0.27504769257650274,0.03638343879741492,0.42762936751047775,0.13018859422161747,0.8806740304764975,0.026912875066881878,0.8528205128205129,0.05452351729482017,0.9547011494252875,0.011203683496842023,0.9067047619047621,0.052952709831112985
95,0.2458242053876219,0.03106452604078998,0.4913244562424146,0.2696836589687441,0.8959929049423525,0.028046523862976718,0.8425641025641026,0.04126054544143736,0.9643774954627948,0.010280099018744483,0.9049142857142858,0.05664435254936687
96,0.2510381163557835,0.028569617699739848,0.41955636829901966,0.14965022093404598,0.8857211964847215,0.03156544748535975,0.8628205128205128,0.04488278253752017,0.9614022988505748,0.008546882568431292,0.9060190476190476,0.05851924582151826
97,0.22329747545054043,0.016771255785588468,0.500148979715812,0.307916159566636,0.904813351608482,0.009069271702696545,0.8576923076923076,0.06219732760187733,0.9719624924379916,0.004529982313153295,0.9077333333333332,0.058888584605383425
98,0.235349962587264,0.023814557963834686,0.4490251419483087,0.16558967069958938,0.9098927678787391,0.012363922519331069,0.862820512820513,0.04488278253752017,0.966182698124622,0.007570313890341938,0.9076952380952381,0.05920710872315937
99,0.24677683366750175,0.033678684840057094,0.46745940026564475,0.2475094014825064,0.8997500604692414,0.012256515744142616,0.8525641025641025,0.05513714894652559,0.964407138535995,0.011936170819057044,0.9026666666666665,0.06045751492669139
100,0.24369105361987725,0.03455986223911791,0.42104290812443457,0.1522694838345443,0.8870837700556319,0.03354879914440998,0.857948717948718,0.037838109769824955,0.9639951603145797,0.013964618733839482,0.9072761904761905,0.05621460660242013
