learning_rate,mean_auc,std_auc,mean_accuracy,mean_sensitivity,mean_specificity,mean_precision,mean_f1_score
0.001,0.8976380952380951,0.050079751363187056,0.7557692307692309,0.9152380952380954,0.664,0.6144296675191816,0.7319595346760032
0.0005,0.8915428571428571,0.047523958392743246,0.7710256410256411,0.9438095238095239,0.672,0.6263722943722944,0.7514328808446457
0.0001,0.874552380952381,0.04309775420173958,0.7916666666666666,0.8609523809523811,0.752,0.6651909184726522,0.7497096199183486
