candidate_epoch,mean_roc_auc,std_roc_auc,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_sensitivity,std_sensitivity,mean_specificity,std_specificity,mean_precision,std_precision,mean_f1,std_f1,mean_mcc,std_mcc
23,0.9066666666666666,0.0497837864854151,0.8425641025641026,0.06692086645332612,0.812857142857143,0.08404080641484317,0.7057142857142856,0.18015866023353655,0.9199999999999999,0.08763560920082658,0.8666666666666666,0.12649110640673517,0.7558760013932428,0.11879046065470719,0.667297371162988,0.14215571532130397
32,0.9122285714285713,0.04571530157601439,0.8528205128205129,0.06101486653430091,0.8298095238095238,0.0841743143289196,0.7476190476190476,0.19666147808213802,0.9120000000000001,0.08158431221748455,0.8600938535149062,0.10625850890276131,0.7750364145658263,0.11451886801052895,0.692021825829866,0.12759072946315833
67,0.9095238095238095,0.05460072345919578,0.8629487179487179,0.051983029648781945,0.8472380952380952,0.06577871237921559,0.7904761904761906,0.13665920006150792,0.9039999999999999,0.05986651818838304,0.835233002291826,0.07754499753136625,0.8039555061179089,0.07911962134432762,0.7080512612129907,0.11485695831334714
68,0.9084190476190475,0.055412322933439805,0.8578205128205127,0.04449364469388813,0.8347619047619048,0.06312353363735439,0.7495238095238095,0.14740691363006367,0.9199999999999999,0.05656854249492381,0.8561200237670825,0.08430677429507244,0.7878450749811198,0.07746157160196093,0.6967835664819922,0.10531629725278042
89,0.9102095238095238,0.05613441594121398,0.868076923076923,0.049235443154199414,0.8485714285714285,0.06473178571330046,0.7771428571428571,0.13173876438169718,0.9199999999999999,0.04381780460041329,0.8532517482517484,0.062329389612191255,0.8069339477726574,0.0779341500069208,0.715505277873198,0.11044892220549347
100,0.9049904761904763,0.06051022964058611,0.8475641025641025,0.06309255591145313,0.8209523809523811,0.08503274012651853,0.721904761904762,0.2015945505508306,0.9199999999999999,0.09121403400793103,0.8790476190476191,0.12889201653879748,0.7609774436090225,0.13139243494195216,0.6840446901589148,0.12898616344189326
