candidate_epoch,mean_roc_auc,std_roc_auc,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_sensitivity,std_sensitivity,mean_specificity,std_specificity,mean_precision,std_precision,mean_f1,std_f1,mean_mcc,std_mcc
12,0.8698285714285714,0.039429141932840625,0.6562820512820512,0.14994761303040946,0.7060000000000001,0.11566101066372843,0.9000000000000001,0.1324802642213672,0.5119999999999999,0.2764344406907359,0.5447577996715929,0.09642048289053325,0.6669671504965622,0.08340577462792878,0.40779468018231135,0.22436136768377835
70,0.8816761904761904,0.06634714176175678,0.7452564102564102,0.10389172789139835,0.7879047619047619,0.08920286950226233,0.9438095238095239,0.05323119471421761,0.632,0.13948476619330155,0.6080317460317459,0.10274457881409885,0.7362184698770065,0.08886422355844663,0.5641671082068733,0.16595222338211926
89,0.8880380952380953,0.05997289183541214,0.7248717948717948,0.0822887189570181,0.7719047619047619,0.06867320489313705,0.9438095238095239,0.05323119471421761,0.6,0.11593101396951551,0.5840673400673401,0.08770883471783343,0.7183966508228382,0.07303546631359396,0.5382586230619648,0.1275577992740241
95,0.8833904761904762,0.059923991160079494,0.7350000000000001,0.09140908763233087,0.7799047619047619,0.07587338779214152,0.9438095238095239,0.05323119471421761,0.616,0.13047605144240074,0.5963768115942029,0.09807001258386765,0.727173790331685,0.0810568220674133,0.5528735927277969,0.13916271550937825
100,0.8874285714285713,0.06118657389817495,0.7196153846153847,0.1030338601206465,0.7679047619047619,0.08697569186305269,0.9438095238095239,0.05323119471421761,0.592,0.1417603611733548,0.5833447293447294,0.10748793764790163,0.7169028261711189,0.0902411623087376,0.5315613654985125,0.16119302158476442
