threshold,sensitivity,specificity,accuracy,balanced_accuracy,precision,f1,tn,fp,fn,tp,meets_constraints
0.6535893678665161,0.6527777777777778,0.952,0.8426395939086294,0.8023888888888888,0.8867924528301887,0.752,119,6,25,47,False
0.65739905834198,0.6388888888888888,0.952,0.8375634517766497,0.7954444444444444,0.8846153846153846,0.7419354838709676,119,6,26,46,False
0.6582237482070923,0.625,0.952,0.8324873096446701,0.7885,0.8823529411764706,0.7317073170731708,119,6,27,45,False
0.6680876016616821,0.625,0.96,0.8375634517766497,0.7925,0.9,0.7377049180327869,120,5,27,45,False
0.6684525012969971,0.6111111111111112,0.96,0.8324873096446701,0.7855555555555556,0.8979591836734694,0.7272727272727272,120,5,28,44,False
0.6757103204727173,0.5972222222222222,0.96,0.8274111675126904,0.7786111111111111,0.8958333333333334,0.7166666666666667,120,5,29,43,False
0.6765009164810181,0.5833333333333334,0.96,0.8223350253807107,0.7716666666666667,0.8936170212765957,0.7058823529411765,120,5,30,42,False
0.6803966760635376,0.5694444444444444,0.96,0.817258883248731,0.7647222222222222,0.8913043478260869,0.6949152542372882,120,5,31,41,False
0.6854814291000366,0.5555555555555556,0.96,0.8121827411167513,0.7577777777777778,0.8888888888888888,0.6837606837606838,120,5,32,40,False
0.6965659260749817,0.5555555555555556,0.968,0.817258883248731,0.7617777777777778,0.9090909090909091,0.6896551724137931,121,4,32,40,False
0.7063317894935608,0.5416666666666666,0.968,0.8121827411167513,0.7548333333333332,0.9069767441860465,0.6782608695652174,121,4,33,39,False
0.7312690019607544,0.5277777777777778,0.968,0.8071065989847716,0.7478888888888888,0.9047619047619048,0.6666666666666666,121,4,34,38,False
0.7324106097221375,0.5138888888888888,0.968,0.8020304568527918,0.7409444444444444,0.9024390243902439,0.6548672566371682,121,4,35,37,False
0.7333101034164429,0.5,0.968,0.7969543147208121,0.734,0.9,0.6428571428571429,121,4,36,36,False
0.7404720783233643,0.4861111111111111,0.968,0.7918781725888325,0.7270555555555556,0.8974358974358975,0.6306306306306306,121,4,37,35,False
0.7567624449729919,0.4722222222222222,0.968,0.7868020304568528,0.7201111111111111,0.8947368421052632,0.6181818181818182,121,4,38,34,False
0.7579475045204163,0.4583333333333333,0.968,0.7817258883248731,0.7131666666666666,0.8918918918918919,0.6055045871559633,121,4,39,33,False
0.7587886452674866,0.4444444444444444,0.968,0.7766497461928934,0.7062222222222222,0.8888888888888888,0.5925925925925926,121,4,40,32,False
0.7684714198112488,0.4305555555555556,0.968,0.7715736040609137,0.6992777777777778,0.8857142857142857,0.5794392523364487,121,4,41,31,False
0.7848678827285767,0.4166666666666667,0.968,0.766497461928934,0.6923333333333334,0.8823529411764706,0.5660377358490566,121,4,42,30,False
0.7929441928863525,0.4027777777777778,0.968,0.7614213197969543,0.6853888888888888,0.8787878787878788,0.5523809523809524,121,4,43,29,False
0.7976622581481934,0.4027777777777778,0.976,0.766497461928934,0.6893888888888888,0.90625,0.5576923076923077,122,3,43,29,False
0.8209904432296753,0.4027777777777778,0.984,0.7715736040609137,0.6933888888888888,0.9354838709677419,0.5631067961165049,123,2,43,29,False
0.8370814919471741,0.3888888888888889,0.984,0.766497461928934,0.6864444444444444,0.9333333333333333,0.5490196078431373,123,2,44,28,False
0.8372578620910645,0.375,0.984,0.7614213197969543,0.6795,0.9310344827586207,0.5346534653465347,123,2,45,27,False
0.840732753276825,0.3611111111111111,0.984,0.7563451776649747,0.6725555555555556,0.9285714285714286,0.52,123,2,46,26,False
0.8450337648391724,0.3472222222222222,0.984,0.751269035532995,0.6656111111111112,0.9259259259259259,0.505050505050505,123,2,47,25,False
0.8466975092887878,0.3333333333333333,0.984,0.7461928934010152,0.6586666666666666,0.9230769230769231,0.489795918367347,123,2,48,24,False
0.8482155203819275,0.3194444444444444,0.984,0.7411167512690355,0.6517222222222222,0.92,0.47422680412371127,123,2,49,23,False
